Time,Score,ELO,Error,Puzzle,Output
08/19/24 20:32:17,0.0,634.0633606619012,,"{""FEN"":""8/7p/6p1/8/4k1K1/6P1/7P/8 w - - 2 48"",""Phase"":""pawnEndgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""g4g5 e4f3 g5h6"",""Rating"":""2114""}","{""FEN"":""8/7p/6p1/8/4k1K1/6P1/7P/8 w - - 2 48"",""Phase"":""pawnEndgame"",""Goal"":""crushing"",""Motif"":""defensiveMove"",""Length"":""short"",""Moves"":""g4f5 e4f5 g3g4"",""Rating"":""2344""}"
08/19/24 20:32:24,0.0,625.1449347868439,,"{""FEN"":""3kr3/p5Qp/1n2p3/1N2P3/2Pq4/1P6/P4RPP/3R3K b - - 0 24"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""hangingPiece"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""d4d1 f2f1 d1f1"",""Rating"":""594""}","{""FEN"":""3kr3/p5Qp/1n2p3/1N2P3/2Pq4/1P6/P4RPP/3R3K b - - 0 24"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""hangingPiece"",""Length"":""long"",""Moves"":""d4f2 g7f6 d8c7 f6f2 f1f2"",""Rating"":""2367""}"
08/19/24 20:32:31,0.0,625.1419015942937,,"{""FEN"":""8/7p/6p1/8/4k1K1/6P1/7P/8 w - - 2 48"",""Phase"":""pawnEndgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""g4g5 e4f3 g5h6"",""Rating"":""2114""}","{""FEN"":""8/7p/6p1/8/4k1K1/6P1/7P/8 w - - 2 48"",""Phase"":""pawnEndgame"",""Goal"":""crushing"",""Motif"":""defensiveMove quietMove"",""Length"":""long"",""Moves"":""g3g4 g6g5 h2h3 h7h6 g4g5"",""Rating"":""2684""}"
08/19/24 20:32:38,0.0,624.9439458864242,,"{""FEN"":""8/p5pk/3b2r1/2p2Q2/2P2p1p/1P2pq1P/PBP1R1P1/6K1 w - - 0 39"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""f5g6 h7g6 g2f3"",""Rating"":""1386""}","{""FEN"":""8/p5pk/3b2r1/2p2Q2/2P2p1p/1P2pq1P/PBP1R1P1/6K1 w - - 0 39"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""g2f3 g6g1 b2c3"",""Rating"":""2464""}"
08/19/24 20:32:45,0.0,621.8347973591209,,"{""FEN"":""8/6P1/8/p1p1k3/P3p2K/3p3P/2B5/8 b - - 0 44"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""advancedPawn hangingPiece"",""Length"":""short"",""Moves"":""d3c2 g7g8q c2c1q"",""Rating"":""872""}","{""FEN"":""8/6P1/8/p1p1k3/P3p2K/3p3P/2B5/8 b - - 0 44"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""advancedPawn"",""Length"":""long"",""Moves"":""e4e3 c2d1 e5e4 g7g8q d3d2"",""Rating"":""2445""}"
08/19/24 20:32:52,0.0,621.7728500776353,,"{""FEN"":""r1bq1krQ/ppp1p3/2n3B1/3p2N1/3b2n1/6N1/P1P2PPP/4K2R w K - 2 20"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""pin"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""g5h7"",""Rating"":""1586""}","{""FEN"":""r1bq1krQ/ppp1p3/2n3B1/3p2N1/3b2n1/6N1/P1P2PPP/4K2R w K - 2 20"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""hangingPiece pin"",""Length"":""long"",""Moves"":""g6g5 f8g8 h8g8 d4g7 g5d8"",""Rating"":""2379""}"
08/19/24 20:32:59,0.0,613.8471558137562,,"{""FEN"":""6k1/3R2p1/1p4Kp/p7/P1P2P2/2b1r3/8/8 w - - 2 40"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""d7d8 e3e8 d8e8"",""Rating"":""625""}","{""FEN"":""6k1/3R2p1/1p4Kp/p7/P1P2P2/2b1r3/8/8 w - - 2 40"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""defensiveMove quietMove"",""Length"":""veryLong"",""Moves"":""c4c5 c3b4 f4f5 b4c5 f5f6 e3d3 d7c7"",""Rating"":""2625""}"
08/19/24 20:33:06,1.0,624.6710638550818,,"{""FEN"":""r2qk2r/1p1n1pp1/4p3/P1bp1P2/7p/3B1PP1/PBPN2P1/R2Q1R1K b kq - 0 14"",""Phase"":""opening"",""OpeningTags"":""Bird Opening Dutch Variation"",""Goal"":""mate"",""Motif"":""discoveredAttack kingsideAttack"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""h4g3"",""Rating"":""742""}","{""FEN"":""r2qk2r/1p1n1pp1/4p3/P1bp1P2/7p/3B1PP1/PBPN2P1/R2Q1R1K b kq - 0 14"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""short"",""Moves"":""h4g3 h1g1 d8h4"",""Rating"":""2471""}"
08/19/24 20:33:13,0.0,624.6519969680506,,"{""FEN"":""2r3k1/1p4b1/6p1/1P3BP1/3p4/4B3/2pK4/6RR b - - 0 35"",""Phase"":""endgame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""d4e3 d2e3 g6f5"",""Rating"":""1794""}","{""FEN"":""2r3k1/1p4b1/6p1/1P3BP1/3p4/4B3/2pK4/6RR b - - 0 35"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""advancedPawn deflection exposedKing fork pin"",""Length"":""veryLong"",""Moves"":""c2c1q g1c1 c8c1 d2c1 g7d4 b1b2 d4e3"",""Rating"":""2380""}"
08/19/24 20:33:20,0.2,627.8497417488707,,"{""FEN"":""3q2r1/pp2krpQ/2p1pb2/5pB1/3P4/1PP1P1R1/P5PP/R5K1 b - - 4 25"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""long"",""Moves"":""f6g5 g3g5 g8h8 h7g7 f7g7"",""Rating"":""2165""}","{""FEN"":""3q2r1/pp2krpQ/2p1pb2/5pB1/3P4/1PP1P1R1/P5PP/R5K1 b - - 4 25"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""long"",""Moves"":""f6g5 h7g8 e7d7 g1h1 g5e3"",""Rating"":""2507""}"
08/19/24 20:33:27,0.0,625.6515728328145,,"{""FEN"":""2r2k2/p4p2/1p2b2p/6p1/4Q3/P4P1P/1b4P1/3B3K w - - 0 38"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""e4b4 f8g8 b4b2"",""Rating"":""947""}","{""FEN"":""2r2k2/p4p2/1p2b2p/6p1/4Q3/P4P1P/1b4P1/3B3K w - - 0 38"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""fork sacrifice"",""Length"":""veryLong"",""Moves"":""d1c2 e6f5 c2f5 b2f6 f5c8 f8e7 c8h3"",""Rating"":""2316""}"
08/19/24 20:33:34,0.2,628.849304601495,,"{""FEN"":""3q2r1/pp2krpQ/2p1pb2/5pB1/3P4/1PP1P1R1/P5PP/R5K1 b - - 4 25"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""long"",""Moves"":""f6g5 g3g5 g8h8 h7g7 f7g7"",""Rating"":""2165""}","{""FEN"":""3q2r1/pp2krpQ/2p1pb2/5pB1/3P4/1PP1P1R1/P5PP/R5K1 b - - 4 25"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""discoveredAttack"",""Length"":""long"",""Moves"":""f6g5 h7g7 g5e3 g1h1 g8g7"",""Rating"":""2360""}"
08/19/24 20:33:41,0.3333333333333333,633.3543924653154,,"{""FEN"":""8/p7/1p6/1k4b1/6Kp/8/P5PP/8 w - - 0 43"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""g4g5 b5c6 g5h4"",""Rating"":""1134""}","{""FEN"":""8/p7/1p6/1k4b1/6Kp/8/P5PP/8 w - - 0 43"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""defensiveMove"",""Length"":""long"",""Moves"":""g4g5 b5c4 g5h4 c4c3 h4g3"",""Rating"":""2781""}"
08/19/24 20:33:49,0.0,631.9348239528365,,"{""FEN"":""2kr3r/p4p1p/qp2pp2/4b3/1KP5/1Q1P1B2/PP1B1PP1/1R2R3 b - - 1 24"",""Phase"":""middlegame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""a6a5"",""Rating"":""1038""}","{""FEN"":""2kr3r/p4p1p/qp2pp2/4b3/1KP5/1Q1P1B2/PP1B1PP1/1R2R3 b - - 1 24"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""clearance pin"",""Length"":""veryLong"",""Moves"":""a6b7 e1e5 b6b5 c4b5 b7c6 d2a5 c6a4 b4b5 a4a5"",""Rating"":""2739""}"
08/19/24 20:33:56,0.3333333333333333,633.8605760526958,,"{""FEN"":""2rr2k1/5ppp/p3pb2/2p1B3/1p2P3/P5PP/1PP2P2/R2Q2K1 b - - 0 21"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""d8d1 a1d1 f6e5"",""Rating"":""859""}","{""FEN"":""2rr2k1/5ppp/p3pb2/2p1B3/1p2P3/P5PP/1PP2P2/R2Q2K1 b - - 0 21"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""long"",""Moves"":""d8d1 g1h2 c5c4 a1d1 b4a3"",""Rating"":""2300""}"
08/19/24 20:34:03,0.0,633.8605320205118,,"{""FEN"":""r1b5/ppk3p1/3bq1Bp/3pN3/4n2P/2PnBN2/P4PPQ/1R3K1R b - - 9 26"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""d3e5 g6e4 e5g4"",""Rating"":""2858""}","{""FEN"":""r1b5/ppk3p1/3bq1Bp/3pN3/4n2P/2PnBN2/P4PPQ/1R3K1R b - - 9 26"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""attraction deflection fork sacrifice"",""Length"":""long"",""Moves"":""e4f2 f1f2 d3e1 f2e1 e6e5"",""Rating"":""2640""}"
08/19/24 20:34:10,0.0,632.6328132467088,,"{""FEN"":""6k1/3r1pp1/3bp2p/2q5/PpQ5/1P5P/5PP1/3R2K1 w - - 0 44"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""c4c5 d6c5 d1d7"",""Rating"":""1066""}","{""FEN"":""6k1/3r1pp1/3bp2p/2q5/PpQ5/1P5P/5PP1/3R2K1 w - - 0 44"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""clearance"",""Length"":""long"",""Moves"":""d1c1 g7g6 c4c5 d6c5 c1c5"",""Rating"":""2368""}"
08/19/24 20:34:17,0.0,630.7441666456247,,"{""FEN"":""N2k3r/pp3Bpp/8/4p3/1P1n4/3P4/PP3P1q/R1BQ1K2 b - - 0 15"",""Phase"":""middlegame"",""OpeningTags"":""Four Knights Game Italian Variation"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""h2h1"",""Rating"":""982""}","{""FEN"":""N2k3r/pp3Bpp/8/4p3/1P1n4/3P4/PP3P1q/R1BQ1K2 b - - 0 15"",""Phase"":""middlegame"",""Goal"":""equality"",""Motif"":""clearance pin"",""Length"":""long"",""Moves"":""d4f3 d2e3 h2h1 d1f3 h8f8"",""Rating"":""2602""}"
08/19/24 20:34:24,0.0,630.7438759272325,,"{""FEN"":""3Q4/pppb1Rbk/3p4/8/3BP1n1/P1Pq3K/1P4P1/8 w - - 9 36"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""attraction defensiveMove exposedKing pin"",""Length"":""long"",""Moves"":""h3h4 g4e5 f7g7 h7g7 d8d7"",""Rating"":""2527""}","{""FEN"":""3Q4/pppb1Rbk/3p4/8/3BP1n1/P1Pq3K/1P4P1/8 w - - 9 36"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""exposedKing pin"",""Length"":""veryLong"",""Moves"":""d8e7 g4e5 e7h4 g7h6 d4e5 d3d1 h4h3 h6g6 f7e7"",""Rating"":""2761""}"
08/19/24 20:34:31,0.14285714285714285,633.026877486299,,"{""FEN"":""8/1pp2p1R/4kp1P/3p4/3P4/p1r2P2/5PK1/8 w - - 0 40"",""Phase"":""rookEndgame"",""Goal"":""advantage"",""Motif"":""advancedPawn quietMove"",""Length"":""veryLong"",""Moves"":""h7h8 e6f5 h8g8 a3a2 h6h7 a2a1q h7h8q"",""Rating"":""2139""}","{""FEN"":""8/1pp2p1R/4kp1P/3p4/3P4/p1r2P2/5PK1/8 w - - 0 40"",""Phase"":""rookEndgame"",""Goal"":""crushing"",""Motif"":""advancedPawn"",""Length"":""long"",""Moves"":""h7h8 e6d7 h8a8 d7c7 h6h7"",""Rating"":""2363""}"
08/19/24 20:34:38,0.2,635.2404796790993,,"{""FEN"":""4k1r1/p2r1p2/4p3/2P4p/1P5P/P5b1/3NK1R1/R7 b - - 1 27"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""attraction discoveredAttack exposedKing sacrifice"",""Length"":""long"",""Moves"":""d7d2 e2d2 g3f4 d2d3 g8g2"",""Rating"":""1106""}","{""FEN"":""4k1r1/p2r1p2/4p3/2P4p/1P5P/P5b1/3NK1R1/R7 b - - 1 27"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""deflection exposedKing fork sacrifice"",""Length"":""long"",""Moves"":""d7d2 g2g3 d2d3 e2f1 d3g3"",""Rating"":""2635""}"
08/19/24 20:34:45,0.0,634.0926164615458,,"{""FEN"":""rnb2rk1/ppp2ppp/4pq2/3p4/1P1PnP2/3KPN1P/PP1N2PB/R2Q1B1R b - - 0 12"",""Phase"":""opening"",""OpeningTags"":""Queens Pawn Game Accelerated London System"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""e4f2 d3e2 f2d1"",""Rating"":""1080""}","{""FEN"":""rnb2rk1/ppp2ppp/4pq2/3p4/1P1PnP2/3KPN1P/PP1N2PB/R2Q1B1R b - - 0 12"",""Phase"":""opening"",""OpeningTags"":""Queens Pawn Game London System"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""f6g6 h2g3 e4g3"",""Rating"":""2397""}"
08/19/24 20:34:52,0.0,633.794972980676,,"{""FEN"":""3r1k2/3P1p2/p7/3PpPR1/3rP3/3B4/qnQ1K3/8 w - - 1 41"",""Phase"":""middlegame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""c2c5"",""Rating"":""1323""}","{""FEN"":""3r1k2/3P1p2/p7/3PpPR1/3rP3/3B4/qnQ1K3/8 w - - 1 41"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""deflection"",""Length"":""veryLong"",""Moves"":""c2c3 d4d3 f5f6 b2d3 c3c8 f8e7 c8c6 e7d7 c6d7"",""Rating"":""2346""}"
08/19/24 20:34:59,0.6666666666666666,644.3964267197925,,"{""FEN"":""r6k/5rpp/p7/1p1Q1n2/5P2/2N5/PPP2qPP/R6K w - - 0 22"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""hangingPiece"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""d5a8 f7f8 a8f8"",""Rating"":""1589""}","{""FEN"":""r6k/5rpp/p7/1p1Q1n2/5P2/2N5/PPP2qPP/R6K w - - 0 22"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""hangingPiece"",""Length"":""long"",""Moves"":""d5a8 f7f8 a8d5 g2d5 c3d5"",""Rating"":""2359""}"
08/19/24 20:35:06,0.0,641.0431518984814,,"{""FEN"":""1r5k/ppp3pp/5p2/2P3q1/3PQ3/5p2/PP3PBP/3R1RK1 b - - 1 25"",""Phase"":""endgame"",""Goal"":""mate"",""Motif"":""kingsideAttack"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""g5g2"",""Rating"":""875""}","{""FEN"":""1r5k/ppp3pp/5p2/2P3q1/3PQ3/5p2/PP3PBP/3R1RK1 b - - 1 25"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""advancedPawn"",""Length"":""long"",""Moves"":""g5g6 g2f3 f3e4 f3e4 f6f5"",""Rating"":""2386""}"
08/19/24 20:35:14,0.0,641.0366722425301,,"{""FEN"":""4rr2/1b3p1k/pq3BpN/1pp5/6P1/1P5P/PQ3P2/R3R1K1 b - - 0 29"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""b6c6 f2f3 c6f3"",""Rating"":""1998""}","{""FEN"":""4rr2/1b3p1k/pq3BpN/1pp5/6P1/1P5P/PQ3P2/R3R1K1 b - - 0 29"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""kingsideAttack"",""Length"":""long"",""Moves"":""e8e1 a1e1 b6f2 g1h1 a6e2"",""Rating"":""2285""}"
08/19/24 20:35:21,0.0,630.6681736118145,,"{""FEN"":""2k5/8/p1r2pNp/8/1p6/1P3K2/P4PPP/8 w - - 0 38"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""g6e7 c8d7 e7c6"",""Rating"":""535""}","{""FEN"":""2k5/8/p1r2pNp/8/1p6/1P3K2/P4PPP/8 w - - 0 38"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""defensiveMove"",""Length"":""short"",""Moves"":""g6e5 c8d7 f3f4"",""Rating"":""2349""}"
08/19/24 20:35:28,0.0,630.653538602913,,"{""FEN"":""6r1/ppR1n1rk/5pn1/3p1q1p/3Pp2P/PQ4P1/1PR1NP1N/7K b - - 13 29"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""oneMove"",""Moves"":""f5f2"",""Rating"":""1846""}","{""FEN"":""6r1/ppR1n1rk/5pn1/3p1q1p/3Pp2P/PQ4P1/1PR1NP1N/7K b - - 13 29"",""Phase"":""middlegame"",""Length"":""long"",""Moves"":""f5e6 d2f3 e4f3 c7g7 g7f8"",""Rating"":""2674""}"
08/19/24 20:35:35,0.0,627.5629552313213,,"{""FEN"":""r1b1k3/pp2b1p1/2n4q/2p2p2/2Pp1Pn1/P2P1R2/BP1BN3/R4QKN b q - 0 21"",""Phase"":""middlegame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""h6h2"",""Rating"":""879""}","{""FEN"":""r1b1k3/pp2b1p1/2n4q/2p2p2/2Pp1Pn1/P2P1R2/BP1BN3/R4QKN b q - 0 21"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""fork quietMove"",""Length"":""long"",""Moves"":""g4h2 f4f5 h6h1 f3h3 h1h3"",""Rating"":""2369""}"
08/19/24 20:35:42,0.3333333333333333,631.7707782896902,,"{""FEN"":""7r/p3n1k1/5p2/3p4/P2P4/5PB1/5K2/2R5 w - - 0 38"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""short"",""Moves"":""c1c7 g7g6 c7e7"",""Rating"":""1076""}","{""FEN"":""7r/p3n1k1/5p2/3p4/P2P4/5PB1/5K2/2R5 w - - 0 38"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""defensiveMove fork"",""Length"":""long"",""Moves"":""c1c7 g7f6 g3e5 h8d8 c7c5"",""Rating"":""2379""}"
08/19/24 20:35:49,0.0,630.9246235453755,,"{""FEN"":""8/5pk1/R6p/P7/5BPn/r7/5K2/8 b - - 2 46"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""a3f3 f2e2 f3f4"",""Rating"":""1133""}","{""FEN"":""8/5pk1/R6p/P7/5BPn/r7/5K2/8 b - - 2 46"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""exposedKing"",""Length"":""long"",""Moves"":""h4g4 f2g1 g4e3 g1g2 e3d1"",""Rating"":""2368""}"
08/19/24 20:35:56,0.0,629.0522946690867,,"{""FEN"":""N2k3r/pp3Bpp/8/4p3/1P1n4/3P4/PP3P1q/R1BQ1K2 b - - 0 15"",""Phase"":""middlegame"",""OpeningTags"":""Four Knights Game Italian Variation"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""h2h1"",""Rating"":""982""}","{""FEN"":""N2k3r/pp3Bpp/8/4p3/1P1n4/3P4/PP3P1q/R1BQ1K2 b - - 0 15"",""Phase"":""middlegame"",""Goal"":""equality"",""Motif"":""discoveredAttack pin"",""Length"":""long"",""Moves"":""h7h6 d1f3 d4f3 f7d5 f3d2"",""Rating"":""2399""}"
08/19/24 20:36:03,0.0,623.035192696404,,"{""FEN"":""3r2k1/p2P2pp/8/2P5/6PP/8/6K1/8 w - - 1 42"",""Phase"":""rookEndgame"",""Goal"":""crushing"",""Motif"":""advancedPawn"",""Length"":""long"",""Moves"":""c5c6 g8f7 c6c7 d8d7 c7c8q"",""Rating"":""717""}","{""FEN"":""3r2k1/p2P2pp/8/2P5/6PP/8/6K1/8 w - - 1 42"",""Phase"":""rookEndgame"",""Goal"":""crushing"",""Motif"":""advancedPawn quietMove"",""Length"":""veryLong"",""Moves"":""c4c5 a6a5 c5c6 g8f7 c6c7 d8d7 c7c8q"",""Rating"":""2635""}"
08/19/24 20:36:10,0.0,621.7865982874736,,"{""FEN"":""2Q5/p5kp/3p4/3B3P/3b3q/8/P5PB/7K b - - 2 37"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h4e1 h2g1 e1g1"",""Rating"":""1052""}","{""FEN"":""2Q5/p5kp/3p4/3B3P/3b3q/8/P5PB/7K b - - 2 37"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""defensiveMove fork"",""Length"":""long"",""Moves"":""d4f6 g2g3 f6d4 h1g1 h4e4"",""Rating"":""2360""}"
08/19/24 20:36:17,1.0,633.49250442545,,"{""FEN"":""r3r1k1/pp3pp1/3b3p/3pq3/8/2PQ3P/PP3PP1/R3RBK1 b - - 1 17"",""Phase"":""middlegame"",""OpeningTags"":""Caro-Kann Defense Exchange Variation"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""e5h2"",""Rating"":""796""}","{""FEN"":""r3r1k1/pp3pp1/3b3p/3pq3/8/2PQ3P/PP3PP1/R3RBK1 b - - 1 17"",""Phase"":""middlegame"",""OpeningTags"":""Indian Defense Other variations"",""Goal"":""crushing"",""Motif"":""attraction kingsideAttack sacrifice"",""Length"":""veryLong"",""Moves"":""e5h2 g1h2 d6c5 f2f3 c5e5 d4e5 e8e5"",""Rating"":""2360""}"
08/19/24 20:36:24,0.0,633.401747291485,,"{""FEN"":""8/R5pk/7p/3r4/1P4R1/P3P1PK/5PP1/3r4 b - - 14 41"",""Phase"":""rookEndgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""d1h1"",""Rating"":""1531""}","{""FEN"":""8/R5pk/7p/3r4/1P4R1/P3P1PK/5PP1/3r4 b - - 14 41"",""Phase"":""rookEndgame"",""Goal"":""crushing"",""Motif"":""quietMove"",""Length"":""veryLong"",""Moves"":""d5d4 g4h4 h6h5 e3e4 d4d1 g3g4 d1h1 f3f4 h1h4 a7g7 h7h6 g7f7"",""Rating"":""2494""}"
08/19/24 20:36:31,0.2,636.5887972040965,,"{""FEN"":""6k1/2p2pp1/P4n1p/4Q3/1P2p3/4P2P/5rPK/2r5 w - - 0 31"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""advancedPawn sacrifice"",""Length"":""long"",""Moves"":""a6a7 f2a2 e5a5 a2a5 b4a5"",""Rating"":""1870""}","{""FEN"":""6k1/2p2pp1/P4n1p/4Q3/1P2p3/4P2P/5rPK/2r5 w - - 0 31"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""advancedPawn"",""Length"":""long"",""Moves"":""a6a7 c1h1 h2g3 f2f1 e5b8"",""Rating"":""2733""}"
08/19/24 20:36:38,0.0,635.1144257089564,,"{""FEN"":""5rk1/p4p1p/2P3p1/1P2P1N1/5P1Q/8/4q1PP/3r1RK1 w - - 6 34"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""h4h7"",""Rating"":""1034""}","{""FEN"":""5rk1/p4p1p/2P3p1/1P2P1N1/5P1Q/8/4q1PP/3r1RK1 w - - 6 34"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""defensiveMove"",""Length"":""long"",""Moves"":""g1h1 d1f1 h3f1 e2e4 f1e1"",""Rating"":""2728""}"
08/19/24 20:36:45,0.3333333333333333,640.4363014085221,,"{""FEN"":""1r4k1/p4p1p/b1Pq2p1/8/3Nn3/1N2P1P1/PPQ2PP1/3K3R b - - 4 24"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""deflection sacrifice"",""Length"":""short"",""Moves"":""a6d3 c2d3 e4f2"",""Rating"":""1893""}","{""FEN"":""1r4k1/p4p1p/b1Pq2p1/8/3Nn3/1N2P1P1/PPQ2PP1/3K3R b - - 4 24"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""defensiveMove sacrifice"",""Length"":""long"",""Moves"":""a6d3 h1h8 d6f8 h8b8 f8b8"",""Rating"":""2367""}"
08/19/24 20:36:52,0.0,640.3539879778987,,"{""FEN"":""7k/4np2/2p2Nq1/p2pP3/Pp1P2Q1/1P4P1/5PK1/8 b - - 1 38"",""Phase"":""endgame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""g6g4 f6g4 e7f5"",""Rating"":""1555""}","{""FEN"":""7k/4np2/2p2Nq1/p2pP3/Pp1P2Q1/1P4P1/5PK1/8 b - - 1 38"",""Phase"":""endgame"",""Goal"":""advantage"",""Length"":""long"",""Moves"":""g6h6 e5e6 e7f5 f6h5 f5d4"",""Rating"":""2318""}"
08/19/24 20:37:00,0.0,640.3181757123389,,"{""FEN"":""2r3k1/1R3ppp/1b3q2/p7/P7/1Q6/5PPP/5RK1 b - - 0 26"",""Phase"":""endgame"",""Goal"":""mate"",""Motif"":""pin sacrifice"",""Length"":""long"",""Mate"":""mateIn3"",""Moves"":""f6f2 f1f2 c8c1 b3d1 c1d1"",""Rating"":""1700""}","{""FEN"":""2r3k1/1R3ppp/1b3q2/p7/P7/1Q6/5PPP/5RK1 b - - 0 26"",""Phase"":""endgame"",""Goal"":""advantage"",""Length"":""long"",""Moves"":""f6c6 g2g3 c8c2 b7f7 c6c1"",""Rating"":""2309""}"
08/19/24 20:37:07,0.0,640.065248662335,,"{""FEN"":""8/8/6pk/8/1p6/1PQp4/P1P5/1K6 b - - 0 43"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""quietMove"",""Length"":""veryLong"",""Moves"":""b4c3 c2d3 g6g5 b1c2 g5g4 b3b4 g4g3"",""Rating"":""1358""}","{""FEN"":""8/8/6pk/8/1p6/1PQp4/P1P5/1K6 b - - 0 43"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""advancedPawn"",""Length"":""veryLong"",""Moves"":""d3c2 c3b4 h6g5 b1c1 g5f5 b4d2 f5e4 c1b1 e4e3 b2c3 e3d3 b1c2 d3d2"",""Rating"":""2589""}"
